순번,구분,기관명,주소,전화번호,전년도 기관 평가등급,전년도 취업률,월 급여 241만원 이상 일자리 취업률,6개월 이상 취업자 고용유지율
444,국취-위탁,케이잡스 목포지사,전라남도 목포시 평화로 3(상동) 2층 ,061-282-9197,,,,
445,국취-위탁,내일엔목포대,전라남도 무안군 청계면 도림길 74 208호 ,061-454-2846,,,,
446,고용센터,해남고용센터,"전라남도 해남군 해남읍 중앙1로 61 2층, 해남고용센터 ",061-530-2900,,,,
447,고용센터,무안고용센터,전라남도 무안군 무안읍 성안길 26 1층 ,061-280-0160,,,,
448,고용센터,영암고용센터,전라남도 영암군 영암읍 농암로 36 1층 ,061-280-0190,,,,
449,고용센터,순천고용센터,전라남도 순천시 충효로  ,061-720-9114,,,,
450,국취-위탁,(사)일미래센터 전남지사,전라남도 순천시 장명로 33(장천동) 3층 ,061-755-9217,,,,
451,국취-위탁,순천YWCA여성인력개발센터,전라남도 순천시 유동1길 14(조례동) - ,061-804-9706,,,,
452,국취-위탁,순천국제커리어센터,전라남도 순천시 중앙로 278(석현동) 4층 ,061-751-5111,,,,
453,국취-위탁,케이잡스 순천지사,전라남도 순천시 이수로 276(조례동) 가동 2층 2호 ,061-755-9197,,,,
454,국취-위탁,사단법인 일과사람,전라남도 광양시 불로로 123(중동) 1층 ,061-818-0110,,,,
455,국취-위탁,여수여성인력개발센터,전라남도 여수시 시청로 34(학동) 이레타운 4층 ,061-681-0580,,,,
456,국취-위탁,케이잡스 여수지사,전라남도 여수시 문수로 15(문수동) 2층 ,061-654-9214,,,,
457,고용센터,광양고용센터,"전라남도 광양시 중마로 커뮤니티센터 8층, 9층 ",061-798-1900,,,,
458,고용센터,여수고용센터,전라남도 여수시 웅천북로  ,061-650-0155,,,,
459,고용센터,제주특별자치도고용센터,제주특별자치도 제주시 중앙로165  (이도일동),064-759-2450,,,,
460,국취-위탁,(사)서귀포YWCA,제주특별자치도 서귀포시 부두로 3(서귀동) - ,064-762-1400,,,,
461,국취-위탁,제주여성인력개발센터,제주특별자치도 제주시 중앙로 165(이도일동) 4층 ,064-753-8090,,,,
462,국취-위탁,주식회사씨패스,제주특별자치도 제주시 중앙로 270-5(이도이동) 202호 ,064-803-0711,,,,
463,고용센터,제주특별자치도고용센터 서귀포지소,제주특별자치도 서귀포시 동홍로 186(동홍동) 4층(동홍동) ,064-710-4490,,,,
464,고용센터,논산고용센터,충청남도 논산시 시민로210번길  ,041-731-8600,,,,
465,고용센터,대전고용센터,대전광역시 서구 문정로  ,042-480-6000,,,,
466,국취-위탁,㈜맥시머스 세종지점,세종특별자치시  가름로 232(어진동) A동 332호 ,044-866-8219,,,,
467,국취-위탁,㈜메이크인대전지사,대전광역시 유성구 대학로 44(봉명동) 602호 ,042-710-1811,,,,
468,국취-위탁,㈜제이비커리어 대전센터,"대전광역시 유성구 대학로 82(궁동) 404, 405호 ",042-369-8219,,,,
469,국취-위탁,㈜제이비커리어 대전중구센터,대전광역시 중구 대종로 484(은행동) 4층 ,042-623-8218,,,,
470,국취-위탁,㈜제이엠커리어 대전지사,대전광역시 중구 대종로 509(선화동) 소청 1번가 2층 ,042-223-0135,,,,
471,국취-위탁,㈜지에스씨넷 세종지점,세종특별자치시  한누리대로 583(도담동) 제3층 제301호 ,044-866-1949,,,,
472,국취-위탁,㈜한국커리어잡스 대전지사,대전광역시 서구 문정로90번길 21(탄방동) 이노타워빌딩 3층 ,042-484-2810,,,,
473,국취-위탁,사회적협동조합 희망이음터,대전광역시 중구 선화로22번길 50(용두동) 3층 ,042-252-5572,,,,
474,국취-위탁,인지어스유한회사 공주지사,충청남도 공주시 번영1로 46(신관동) 3층 ,041-961-0066,,,,
475,국취-위탁,인지어스유한회사 대전지사,대전광역시 서구 둔산로31번길 72(둔산동) 702호 ,042-321-9984,,,,
476,국취-위탁,케이잡스㈜ 유성지사,대전광역시 유성구 대학로 53(봉명동) 202호 ,042-719-7016,,,,
477,국취-위탁,국제커리어센터 대전지점,대전광역시 동구 대전로 771(원동) 303호 ,042-256-9114,,,,
478,국취-위탁,㈜지에스씨넷 대전지점,대전광역시 서구 문정로 62(탄방동) 4층 ,042-472-2997,,,,
479,고용센터,공주고용센터,충청남도 공주시 번영1로 46(신관동) 스타타워 4층 ,041-851-8501,,,,
480,고용센터,세종고용센터,세종특별자치시  조치원읍 터미널안길  ,044-865-3219,,,,
481,고용센터,금산고용센터,충청남도 금산군 금산읍 인삼로 KT빌딩 1층 ,041-731-8690,,,,
482,고용센터,청주고용센터,충청북도 청주시 서원구 1순환로 642(사창동)  ,043-230-6700,,,,
483,국취-위탁,(주)맥시머스 청주지점,충청북도 청주시 서원구 1순환로 666(사창동) 아트타워 4층 ,043-263-8219,,,,
484,국취-위탁,(주)제이비컴,충청북도 청주시 상당구 북문로2가 사직대로 379(북문로2가) 3층 2호 ,043-715-1319,,,,
485,국취-위탁,(주)제이비컴 충청지사,충청북도 청주시 흥덕구 강내면 월곡길 10-4 2층 ,043-715-8060,,,,
486,국취-위탁,(주)지에스씨넷 옥천지점,충청북도 옥천군 옥천읍 중앙로 61-1 2층 ,043-264-1949,,,,
487,국취-위탁,(주)지에스씨넷 청주지점,충청북도 청주시 서원구 사직대로 95(사창동) 4층 ,043-264-1949,,,,
488,국취-위탁,일하는 공동체 청주취업지원센터,충청북도 청주시 흥덕구 서현북로 81(가경동) 503호 ,043-287-9097,,,,
489,국취-위탁,행복잡고 청주점,충청북도 청주시 상당구 북문로2가 상당로 174-2(북문로2가) 2층 ,070-4149-2347,,,,
490,고용센터,옥천고용센터,충청북도 옥천군 옥천읍 삼양로 91 문화회관 별관 3층 ,043-730-4100,,,,
491,고용센터,진천고용센터,충청북도 진천군 덕산읍 자안로 삼영프라자 4층 402-403호 ,043-229-0790,,,,
492,고용센터,제천고용센터,충청북도 제천시 내토로 441(화산동)  ,043-640-9310,,,,
493,고용센터,충주고용센터,충청북도 충주시 국원대로 13 ,043-850-4000,,,,
494,국취-위탁,(주)제이비커리어 충주센터,충청북도 충주시 계명대로 227(연수동) 3층 ,043-857-8219,,,,
495,국취-위탁,(주)제이비컴 제천지사,충청북도 제천시 풍양로 65(의림동) 4층 ,043-644-1015,,,,
496,국취-위탁,행복잡고,충청북도 충주시 중앙로 3(문화동) 3층 ,043-724-3671,,,,
497,국취-위탁,행복잡고 음성점,충청북도 음성군 금왕읍 무극로 213 3층 6호 ,043-750-7671,,,,
498,고용센터,음성고용센터,충청북도 음성군 금왕읍 무극로 213 승덕빌딩 2층 ,043-880-8600,,,,
499,고용센터,천안고용센터,"충청남도 천안시 서북구 동서대로 2~5층, 9층 ",041-620-7400,,,,
500,국취-위탁,(주)제이비커리어 아산센터,충청남도 아산시 충무로 22(온천동) 7층 ,041-541-8219,,,,
501,국취-위탁,(주)제이비커리어 천안센터,충청남도 천안시 서북구 1공단1길 52(두정동) 339호 ,041-555-8219,,,,
502,국취-위탁,(주)제이엠커리어 천안지사,충청남도 천안시 동남구 대흥로 333(신부동) 4층 1호 ,041-522-7980,,,,
503,국취-위탁,(주)조인스잡 아산지사,충청남도 아산시 온양역길 98(온천동) 3층 ,041-425-0411,,,,
504,국취-위탁,(주)조인스잡 천안지사,충청남도 천안시 동남구 충절로 7(신부동) 8층 ,041-417-2999,,,,
505,국취-위탁,(주)한국커리어잡스,충청남도 천안시 서북구 성정두정로 12(성정동) 306호 ,041-556-2829,,,,
506,국취-위탁,스탭스(주)천안센터,충청남도 천안시 동남구 만남로 6(신부동) 701호 ,041-415-2027,,,,
507,국취-위탁,인지어스(유)당진지사,충청남도 당진시 밤절로 140(수청동) 803호 ,041-970-1861,,,,
508,국취-위탁,인지어스(유)천안지사,충청남도 천안시 서북구 쌍용19로 21(쌍용동) 206호 ,041-903-0359,,,,
509,고용센터,아산고용센터,충청남도 아산시 배방읍 배방로 5 충무빌딩 4층 일부 및 7층 ,041-570-5500,,,,
510,고용센터,당진고용센터,충청남도 당진시 당진중앙1로 59(읍내동) 2층 ,041-620-7456,,,,
511,고용센터,예산고용센터,충청남도 예산군 예산읍 군청로1길 20 더예당 2층 ,041-620-9511,,,,
512,고용센터,보령고용센터,충청남도 보령시 보령남로 28 ,041-930-6200,,,,
513,국취-위탁,(주)제이엠커리어 홍성지사,충청남도 홍성군 홍성읍 의사로 40 301호 ,041-406-7018,,,,
514,고용센터,부여고용센터,충청남도 부여군 부여읍 신동엽길 성모의원 3층 ,041-930-6236,,,,
515,고용센터,서천고용센터,충청남도 서천군 서천읍 충절로109번길  ,041-930-6244,,,,
516,고용센터,홍성고용센터,충청남도 홍성군 홍성읍 법원로  ,041-930-6200,,,,
517,고용센터,서산고용센터,충청남도 서산시 호수공원1로  ,041-661-5600,,,,
518,국취-위탁,인지어스(유)서산지사,"충청남도 서산시 호수공원5로 37(예천동) 5층, 인지어스(유)서산지사 ",041-920-7002,,,,
519,고용센터,태안고용센터,충청남도 태안군 태안읍 동백로 336 태광빌딩 2층 ,041-661-5691,,,,
